publicid,eventtype,origintime,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2022p684398,earthquake,2022-09-11T05:27:32.890Z,2022-09-11T05:32:09.757Z,176.6860809,-37.84554291,1.994869186,125.9713669,M,,LOCSAT,confirmed,manual,iasp91,15,12,2,0.1394404173,137.3123627,0.4446568544,0
2022p684259,earthquake,2022-09-11T04:13:33.630Z,2022-09-11T04:20:20.160Z,175.5669403,-41.13636017,1.318897492,16.78416061,MLv,,LOCSAT,confirmed,manual,iasp91,26,18,2,0.05386331305,77.6431427,0.3210588231,0.4001725343
2022p684231,earthquake,2022-09-11T03:58:44.029Z,2022-09-11T04:02:25.990Z,167.5646667,-45.07540894,1.804698937,107.7290726,M,,LOCSAT,confirmed,manual,iasp91,18,11,2,0.4772802591,176.1673698,0.6647627508,0
2022p684211,earthquake,2022-09-11T03:47:43.514Z,2022-09-11T03:59:09.593Z,175.960968,-40.35633469,1.688062488,37.28532028,M,,LOCSAT,confirmed,manual,iasp91,32,19,6,0.1516079605,88.21536255,0.4474962498,0
2022p684205,earthquake,2022-09-11T03:44:48.203Z,2022-09-11T03:50:59.185Z,176.6304779,-40.11117554,1.783554535,35.67591476,MLv,,LOCSAT,confirmed,manual,iasp91,21,14,4,0.1530465782,112.941391,0.3171293853,0.393583688
2022p684194,earthquake,2022-09-11T03:38:47.432Z,2022-09-11T03:44:09.814Z,177.8564453,-38.4005394,1.710233673,21.98275566,MLv,,LOCSAT,confirmed,manual,iasp91,16,10,5,0.03910388425,82.31163025,0.3632207504,0.1056175694
2022p684185,earthquake,2022-09-11T03:34:10.701Z,2022-09-11T03:41:00.954Z,175.7055359,-39.52132797,0.9370887754,9.921013832,M,,LOCSAT,confirmed,manual,iasp91,16,12,4,0.1199231148,223.2860336,0.2296087875,0
2022p684146,earthquake,2022-09-11T03:13:05.095Z,2022-09-11T03:26:24.625Z,172.0973969,-43.44260788,1.558851985,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,18,14,3,0.0471752733,101.2393541,0.3408584246,0
2022p684020,earthquake,2022-09-11T02:06:21.369Z,2022-09-11T02:11:51.424Z,171.7978058,-42.68641663,2.443925683,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,18,12,6,0.2429003119,98.73529655,0.5829698633,0
2022p683968,earthquake,2022-09-11T01:38:51.401Z,2022-09-11T01:41:41.928Z,173.307663,-40.33336258,2.346432859,141.6721497,M,,LOCSAT,confirmed,manual,iasp91,19,13,6,0.6615558267,173.1953316,0.4954203028,0
2022p683939,earthquake,2022-09-11T01:22:45.457Z,2022-09-11T01:25:42.223Z,167.4263916,-45.1222229,3.358559316,83.90563202,MLv,,LOCSAT,confirmed,manual,iasp91,26,15,9,0.3929438889,189.2910919,0.8462729365,0.1489372197
2022p683927,earthquake,2022-09-11T01:16:37.858Z,2022-09-11T01:20:26.747Z,177.6489258,-38.20435715,2.363520434,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,20,14,9,0.1607669294,102.9331446,0.4134060482,0.1591618585
2022p683912,earthquake,2022-09-11T01:08:26.461Z,2022-09-11T01:12:37.279Z,176.250473,-37.77171707,2.093889662,166.1571503,M,,LOCSAT,confirmed,manual,iasp91,28,20,3,0.5947984457,176.0371399,0.5707539081,0
2022p683861,earthquake,2022-09-11T00:41:15.143Z,2022-09-11T00:45:42.349Z,175.9050751,-38.83533859,1.887049796,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,23,18,14,0.1083396375,77.98599148,0.4638850494,0.1654493273
2022p683848,earthquake,2022-09-11T00:34:17.058Z,2022-09-11T00:36:50.826Z,176.6320648,-38.42757034,1.961865776,36.17040253,M,,LOCSAT,confirmed,manual,iasp91,16,11,4,0.3315034807,231.7999535,0.366153627,0
2022p683845,earthquake,2022-09-11T00:32:37.321Z,2022-09-11T00:37:07.497Z,177.0821075,-38.01536179,2.35550433,34.73964691,MLv,,LOCSAT,confirmed,manual,iasp91,32,23,13,0.2445515543,106.1342316,0.7593464534,0.1491255802
2022p683803,earthquake,2022-09-11T00:10:17.614Z,2022-09-11T00:12:57.447Z,174.6599579,-40.52927017,1.960883578,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,18,13,3,0.3818439245,134.0769825,0.5047455836,0
2022p683763,earthquake,2022-09-10T23:49:41.082Z,2022-09-10T23:52:54.011Z,175.9765625,-38.78547287,2.205203609,4.849578381,M,,LOCSAT,confirmed,manual,iasp91,23,18,25,0.1202718318,73.31704712,0.266328634,0
2022p683718,earthquake,2022-09-10T23:25:26.045Z,2022-09-10T23:31:15.943Z,175.9975433,-38.8115387,1.742010219,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,17,11,7,0.1082169041,106.169075,0.8119108587,0
2022p683573,earthquake,2022-09-10T22:08:07.382Z,2022-09-10T22:13:24.216Z,174.9161682,-40.17534256,2.167578123,12,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,25,14,8,0.4235616922,137.0933313,0.6167160315,0.2432179319
2022p683406,earthquake,2022-09-10T20:38:58.808Z,2022-09-10T20:41:20.189Z,176.2228088,-38.34592438,1.648490891,4.938484669,M,,LOCSAT,confirmed,manual,iasp91,14,11,9,0.0386932306,84.74685669,0.115898202,0
2022p683380,earthquake,2022-09-10T20:25:05.804Z,2022-09-10T20:28:25.859Z,176.288269,-37.92835236,2.715436171,132.6620026,M,,LOCSAT,confirmed,manual,iasp91,25,19,19,0.2864580452,154.8664932,0.5157275307,0
2022p683364,earthquake,2022-09-10T20:16:36.436Z,2022-09-10T20:21:26.140Z,175.9740601,-38.80208588,1.435686508,9.868490219,MLv,,LOCSAT,confirmed,manual,iasp91,11,8,4,0.1365476847,106.7971344,0.3165353768,0.1612637127
2022p683351,earthquake,2022-09-10T20:09:41.735Z,2022-09-10T20:17:58.810Z,175.9669647,-38.80305481,1.684212762,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,29,23,12,0.1312257648,92.8822937,0.3352403966,0.1985093196
2022p683332,earthquake,2022-09-10T19:59:43.167Z,2022-09-10T20:07:28.118Z,175.9682312,-38.12627792,1.726159449,139.5999451,MLv,,LOCSAT,confirmed,manual,iasp91,26,20,3,0.9100926518,231.1814957,0.5783270006,0.2066328139
2022p683307,earthquake,2022-09-10T19:47:11.395Z,2022-09-10T19:51:12.892Z,175.9692078,-38.80460739,2.352910904,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,29,24,28,0.1288859397,63.12852478,0.7248374375,0
2022p683246,earthquake,2022-09-10T19:13:33.153Z,2022-09-10T19:16:22.270Z,175.9397888,-38.80630875,1.614293549,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,18,14,6,0.1408276409,88.70070314,0.4325635555,0
2022p683202,earthquake,2022-09-10T18:50:06.865Z,2022-09-10T18:55:55.584Z,175.9781799,-38.79268265,1.591604872,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,14,12,7,0.1275728196,69.01051521,0.2880906383,0.1095837556
2022p683052,earthquake,2022-09-10T17:30:35.510Z,2022-09-10T17:40:17.104Z,177.3122864,-39.51818848,2.871724611,22.92011833,M,,LOCSAT,confirmed,manual,iasp91,32,24,42,0.2289430201,162.1662636,0.5033502511,0
2022p683042,earthquake,2022-09-10T17:25:01.871Z,2022-09-10T17:35:15.516Z,174.0839081,-41.74426651,1.363641775,8.63595295,M,,LOCSAT,confirmed,manual,iasp91,17,13,3,0.07213537395,84.05908203,0.3080884881,0
2022p682940,earthquake,2022-09-10T16:31:02.048Z,2022-09-10T16:36:58.104Z,176.059494,-39.66495514,0.9875908619,28.09882927,M,,LOCSAT,confirmed,manual,iasp91,12,8,2,0.1754649729,144.8831635,0.2346806442,0
2022p682936,earthquake,2022-09-10T16:28:59.642Z,2022-09-10T16:32:39.453Z,175.9348145,-38.80168915,1.66546066,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,15,13,13,0.1366876811,55.82885742,0.2740786928,0
2022p682898,earthquake,2022-09-10T16:08:15.150Z,2022-09-10T16:33:32.182Z,175.9129639,-38.80702591,1.676182141,9.825961113,M,,LOCSAT,confirmed,manual,iasp91,16,11,6,0.1249687001,86.65187073,0.3508470019,0
2022p682882,earthquake,2022-09-10T15:59:49.406Z,2022-09-10T16:04:26.844Z,177.3726959,-39.54000473,2.222049821,21.42965317,M,,LOCSAT,confirmed,manual,iasp91,18,12,2,0.2566809058,240.6890817,0.3117914329,0
2022p682860,earthquake,2022-09-10T15:48:19.612Z,2022-09-10T15:52:51.649Z,175.9309082,-38.78729248,1.460327976,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,12,10,3,0.1229273081,88.48912048,0.2950571315,0
2022p682858,earthquake,2022-09-10T15:46:55.352Z,2022-09-10T16:00:15.664Z,175.9524078,-38.80133057,1.557351875,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,15,13,6,0.1352339536,96.85855103,0.2689712719,0
2022p682849,earthquake,2022-09-10T15:42:17.122Z,2022-09-10T16:46:07.159Z,175.9253235,-38.79242325,1.699297629,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,20,15,7,0.1287609935,88.35968018,0.3643832649,0
2022p682822,earthquake,2022-09-10T15:27:56.354Z,2022-09-10T15:32:26.762Z,175.9170074,-38.79330063,1.979222887,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,23,19,17,0.1310376078,51.19874573,0.3966873002,0
2022p682820,earthquake,2022-09-10T15:26:42.337Z,2022-09-10T15:34:53.454Z,175.9374847,-38.78833389,2.095575774,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,17,16,4,0.1231944188,86.72595215,0.278012877,0
2022p682815,earthquake,2022-09-10T15:24:22.152Z,2022-09-10T15:29:54.317Z,175.949173,-38.80138016,2.924373469,10.0067606,M,,LOCSAT,confirmed,manual,iasp91,31,26,57,0.1353811622,78.67640686,0.3727015717,0
2022p682812,earthquake,2022-09-10T15:22:22.469Z,2022-09-10T15:37:46.203Z,175.9620667,-38.7950592,1.920840688,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,14,10,6,0.1289637536,80.0693512,0.3658864538,0
2022p682808,earthquake,2022-09-10T15:20:27.139Z,2022-09-10T15:40:16.449Z,175.9455566,-38.7869072,2.068026398,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,19,16,18,0.1211328283,47.89411926,0.4230652839,0
2022p682766,earthquake,2022-09-10T14:57:49.839Z,2022-09-10T18:59:11.855Z,175.9246063,-38.79599762,1.441080911,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,12,9,4,0.132370919,87.4758606,0.2959706466,0.3450629821
2022p682763,earthquake,2022-09-10T14:56:12.727Z,2022-09-10T16:00:47.086Z,175.9639282,-38.81015015,1.62055978,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,13,10,3,0.1440710425,91.65063477,0.3725451379,0
2022p682753,earthquake,2022-09-10T14:51:17.276Z,2022-09-10T15:48:40.951Z,175.9354706,-38.79387283,1.674760021,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,20,17,7,0.1288832575,85.65092468,0.478855954,0
2022p682751,earthquake,2022-09-10T14:49:49.274Z,2022-09-10T15:45:49.088Z,175.9186096,-38.78001785,1.591111176,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,10,8,5,0.1178818196,142.0522823,0.4182121725,0
2022p682707,earthquake,2022-09-10T14:26:28.999Z,2022-09-10T15:47:48.190Z,176.2849426,-40.14964676,1.455712657,39.54253387,M,,LOCSAT,confirmed,manual,iasp91,19,12,5,0.1466975063,63.65567017,0.4060366802,0
2022p682672,earthquake,2022-09-10T14:07:45.474Z,2022-09-10T16:09:15.946Z,168.2834473,-44.21131134,1.688664491,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,15,12,1,0.3456425965,203.1573524,0.5901125351,0
2022p682610,earthquake,2022-09-10T13:34:55.898Z,2022-09-10T13:40:31.464Z,175.9427948,-38.79834366,1.736446566,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,12,11,8,0.1326909661,115.5162964,0.3986373013,0
2022p682594,earthquake,2022-09-10T13:26:05.740Z,2022-09-10T16:51:05.896Z,175.7232666,-38.3669548,1.847918486,112.8494492,MLv,,LOCSAT,confirmed,manual,iasp91,16,11,2,0.7161821723,255.0709534,0.580857653,0.231905971
2022p682531,earthquake,2022-09-10T12:52:38.914Z,2022-09-10T13:42:42.147Z,178.2914124,-38.3952446,1.706867024,20.05667496,M,,LOCSAT,confirmed,manual,iasp91,15,10,4,0.1102171615,221.4808655,0.295232385,0
2022p682516,earthquake,2022-09-10T12:45:02.402Z,2022-09-10T13:35:34.748Z,176.1187592,-40.36474991,1.881157478,41.60335541,M,,LOCSAT,confirmed,manual,iasp91,19,14,11,0.07530017942,54.17108154,0.4045660135,0
2022p682514,earthquake,2022-09-10T12:43:54.731Z,2022-09-10T13:33:50.318Z,176.5763855,-39.90489578,1.623853005,26.54421616,M,,LOCSAT,confirmed,manual,iasp91,17,12,5,0.03939557821,106.5587845,0.2413629254,0
2022p682496,earthquake,2022-09-10T12:34:19.064Z,2022-09-10T13:30:37.163Z,176.511673,-37.97896194,2.126131161,156.1284637,M,,LOCSAT,confirmed,manual,iasp91,15,9,1,0.549261272,244.9547043,0.4767723897,0
2022p682494,earthquake,2022-09-10T12:32:54.199Z,2022-09-10T13:26:08.778Z,175.8230438,-40.67049789,1.520806278,17.82917976,M,,LOCSAT,confirmed,manual,iasp91,25,19,6,0.08938404918,52.4708252,0.3483223927,0
2022p682482,earthquake,2022-09-10T12:26:44.408Z,2022-09-10T13:22:57.567Z,175.8270264,-40.66833878,1.780616636,19.57346153,M,,LOCSAT,confirmed,manual,iasp91,27,19,8,0.09186712652,47.82824707,0.4154516909,0
2022p682475,earthquake,2022-09-10T12:22:51.672Z,2022-09-10T12:26:31.930Z,175.8139038,-40.66760635,1.839506304,19.26976204,M,,LOCSAT,confirmed,manual,iasp91,21,17,9,0.08195713907,48.26040649,0.2965248992,0
2022p682458,earthquake,2022-09-10T12:14:07.613Z,2022-09-10T16:39:39.127Z,174.6586609,-41.55161667,1.967153744,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,12,9,1,0.2144929171,153.5097885,0.1248118761,0
2022p682452,earthquake,2022-09-10T12:10:33.366Z,2022-09-10T12:15:09.489Z,177.6005859,-38.08686447,3.27685205,52.07341003,M,,LOCSAT,confirmed,manual,iasp91,35,26,62,0.1358599216,67.29232597,0.4500095129,0
2022p682438,earthquake,2022-09-10T12:03:17.405Z,2022-09-10T12:14:09.641Z,175.9483643,-38.79606247,1.71025296,7.791781902,M,,LOCSAT,confirmed,manual,iasp91,15,13,5,0.1301107258,99.36662292,0.3332110836,0
2022p682425,earthquake,2022-09-10T11:56:33.419Z,2022-09-10T16:32:19.655Z,175.971405,-38.85029984,1.795248856,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,7,7,4,0.1843957901,124.0337524,0.9946007837,0.3233671132
2022p682402,earthquake,2022-09-10T11:44:18.953Z,2022-09-10T11:57:14.131Z,174.7887726,-41.17733383,1.834845947,28.87706757,M,,LOCSAT,confirmed,manual,iasp91,41,31,7,0.05716130883,111.2303543,0.4040763252,0
2022p682352,earthquake,2022-09-10T11:17:15.397Z,2022-09-10T12:20:39.247Z,174.3972626,-39.56932831,1.861679039,112.5959167,M,,LOCSAT,confirmed,manual,iasp91,23,17,4,0.1090662479,62.87078857,0.6485292579,0
2022p682339,earthquake,2022-09-10T11:10:13.574Z,2022-09-10T11:40:21.176Z,176.0966797,-40.38902664,2.684566249,26.14984322,M,,LOCSAT,confirmed,manual,iasp91,28,19,21,0.1047333106,56.25732422,0.3022088978,0
2022p682279,earthquake,2022-09-10T10:38:20.083Z,2022-09-10T12:23:33.897Z,171.5987091,-42.86576843,1.855016443,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,17,13,2,0.1670054346,72.74889088,0.6104483407,0
2022p682266,earthquake,2022-09-10T10:31:29.634Z,2022-09-10T12:07:33.721Z,175.9469604,-38.79727173,1.579249377,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,13,12,7,0.1313805729,62.84275818,0.3503702164,0
2022p682234,earthquake,2022-09-10T10:14:48.718Z,2022-09-10T12:01:46.040Z,-179.0914307,-36.70404434,3.988657067,100,M,operator assigned,LOCSAT,confirmed,manual,iasp91,24,18,18,2.248851538,319.0253754,0.5074522981,0
2022p682207,earthquake,2022-09-10T10:00:05.826Z,2022-09-10T12:10:26.010Z,172.9635468,-41.70923615,3.206685559,80.12786102,MLv,,LOCSAT,confirmed,manual,iasp91,30,25,37,0.06881851703,57.80853271,0.4999331372,0.1870514052
2022p682184,earthquake,2022-09-10T09:48:04.017Z,2022-09-10T09:50:53.499Z,174.4699249,-39.50060654,2.327671886,125.8952255,MLv,,LOCSAT,confirmed,manual,iasp91,29,21,7,0.4373756051,174.3301468,0.6024973564,0.4073672262
2022p682075,earthquake,2022-09-10T08:49:42.122Z,2022-09-10T09:33:12.787Z,176.2574615,-40.47979355,0.9125958879,12.58039856,MLv,,LOCSAT,confirmed,manual,iasp91,23,15,3,0.1672026068,99.25577545,0.3923442016,0.3653461175
2022p682067,earthquake,2022-09-10T08:46:19.641Z,2022-09-10T09:37:17.553Z,176.2589264,-40.48540497,1.704773798,14.58787727,MLv,,LOCSAT,confirmed,manual,iasp91,29,16,6,0.09336268157,101.6126404,0.2984496649,0.1246441415
2022p681968,earthquake,2022-09-10T07:52:58.776Z,2022-09-10T08:42:45.841Z,176.4570465,-37.64808655,1.913701325,126.4799118,MLv,,LOCSAT,confirmed,manual,iasp91,16,10,1,0.7622749805,192.7800522,0.5527746501,0
2022p681866,earthquake,2022-09-10T06:58:39.604Z,2022-09-10T07:06:50.280Z,174.6753235,-39.15120697,2.058051258,24.5282917,MLv,,LOCSAT,confirmed,manual,iasp91,33,20,6,0.06999623775,91.98949337,0.5241735678,0.2362059164
2022p681744,earthquake,2022-09-10T05:53:29.917Z,2022-09-10T05:56:19.794Z,176.4046936,-40.07953644,1.922538463,20.82743454,MLv,,LOCSAT,confirmed,manual,iasp91,23,16,11,0.03147276863,54.42471313,0.6496193406,0.2255911544
2022p681727,earthquake,2022-09-10T05:44:26.876Z,2022-09-10T05:50:37.076Z,167.2769318,-45.42961121,1.867203041,45.14500809,MLv,,LOCSAT,confirmed,manual,iasp91,24,15,4,0.09369216114,86.15426636,0.8019571096,0.4093086442
2022p681583,earthquake,2022-09-10T04:27:30.388Z,2022-09-10T04:32:14.031Z,177.3481445,-37.21268082,3.715775976,103.8946686,MLv,,LOCSAT,confirmed,manual,iasp91,31,22,68,0.6431950927,185.6423569,0.5914857738,0.2478661076
2022p681578,earthquake,2022-09-10T04:25:06.226Z,2022-09-10T04:39:19.038Z,173.4322662,-41.14383698,2.380601044,75.31600189,MLv,,LOCSAT,confirmed,manual,iasp91,30,16,6,0.08334317803,112.8240738,0.5088389893,0.1878245046
2022p681380,earthquake,2022-09-10T02:39:37.001Z,2022-09-10T02:55:57.691Z,174.713562,-40.99166489,0.6531517209,25.79855537,ML,,LOCSAT,confirmed,manual,iasp91,17,10,3,0.197903946,121.4643097,0.2900751414,0.1416857768
2022p681359,earthquake,2022-09-10T02:27:34.433Z,2022-09-10T02:41:03.958Z,178.6994476,-34.47084045,3.55533137,398.4085999,MLv,,LOCSAT,preliminary,manual,iasp91,12,12,6,3.361415625,316.316391,0.740469148,0.1441610343
2022p681332,earthquake,2022-09-10T02:13:59.520Z,2022-09-10T02:21:20.353Z,176.0181122,-38.81069946,2.15825872,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,17,15,25,0.09864336252,72.18170166,0.1831623192,0.2165812365
2022p681298,earthquake,2022-09-10T01:55:39.531Z,2022-09-10T01:58:44.586Z,174.1090851,-41.69340515,1.777611658,11.99901104,M,,LOCSAT,confirmed,manual,iasp91,22,17,6,0.03229250386,45.33831787,0.570140879,0
2022p681147,earthquake,2022-09-10T00:35:19.502Z,2022-09-10T00:41:08.450Z,176.0909576,-38.15253448,3.061179115,163.9920959,M,,LOCSAT,confirmed,manual,iasp91,40,29,30,0.1995596439,109.5134048,0.534950024,0
2022p681122,earthquake,2022-09-10T00:22:17.161Z,2022-09-10T00:30:11.881Z,176.0095062,-38.7992363,2.025002871,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,21,20,18,0.111866869,41.99853516,0.2838562851,0.1407901778
2022p681097,earthquake,2022-09-10T00:09:14.932Z,2022-09-10T00:14:58.655Z,174.4021454,-40.14324951,2.122071484,75.13760376,M,,LOCSAT,confirmed,manual,iasp91,29,20,4,0.5931053758,90.68380737,0.4323158166,0
2022p681086,earthquake,2022-09-10T00:02:59.604Z,2022-09-10T00:11:54.173Z,170.5562439,-43.42344284,1.870082434,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,17,15,3,0.1719221175,60.27689171,0.7442183708,0.263073219
2022p681074,earthquake,2022-09-09T23:56:14.484Z,2022-09-10T00:03:39.028Z,176.006485,-38.79348755,1.955983962,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,20,17,17,0.1179269031,43.43388367,0.2096629093,0.126594743
2022p680973,earthquake,2022-09-09T23:02:42.092Z,2022-09-09T23:07:24.105Z,176.3768768,-40.54029083,2.547393464,21.52060318,M,,LOCSAT,confirmed,manual,iasp91,31,18,25,0.1099025086,155.3000565,0.4113099076,0
2022p680959,earthquake,2022-09-09T22:55:22.941Z,2022-09-09T23:00:10.740Z,176.0227203,-38.80949402,1.558436838,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,13,11,6,0.1521397531,82.7690506,0.2749698589,0
2022p680947,earthquake,2022-09-09T22:49:36.873Z,2022-09-09T22:54:27.290Z,176.0437012,-39.09682083,1.821931763,64.20218658,M,,LOCSAT,confirmed,manual,iasp91,26,15,18,0.2649129331,111.2706032,0.4456463888,0
2022p680934,earthquake,2022-09-09T22:41:54.123Z,2022-09-09T22:45:22.304Z,170.889328,-43.14458466,1.471377038,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,16,13,3,0.1319586039,82.97687912,0.7115673283,0
2022p680911,earthquake,2022-09-09T22:29:33.431Z,2022-09-09T22:58:12.776Z,177.3465576,-39.5345192,2.338377031,22.16387367,M,,LOCSAT,confirmed,manual,iasp91,20,14,7,0.2416885942,185.3834152,0.4145564744,0
2022p680722,earthquake,2022-09-09T20:49:02.926Z,2022-09-09T20:52:33.851Z,174.3709869,-41.43841171,2.589726328,40.69270325,M,,LOCSAT,confirmed,manual,iasp91,40,24,15,0.2387408912,108.8796158,0.354937813,0
2022p680719,earthquake,2022-09-09T20:48:04.555Z,2022-09-09T20:56:02.048Z,176.0124817,-38.82079697,1.925912827,4.652508259,MLv,,LOCSAT,confirmed,manual,iasp91,25,20,18,0.0935234949,39.73989868,0.3761608442,0.2552779078
2022p680709,earthquake,2022-09-09T20:41:53.094Z,2022-09-09T20:45:12.058Z,175.9855042,-38.81683731,1.664899787,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,11,9,4,0.1112552509,85.38079834,0.2240277357,0
2022p680677,earthquake,2022-09-09T20:24:46.691Z,2022-09-09T20:40:46.835Z,175.9691925,-38.79162979,2.458963387,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,37,33,37,0.125823617,43.32707214,0.4878804411,0
2022p680675,earthquake,2022-09-09T20:23:55.647Z,2022-09-09T20:43:29.113Z,175.3844147,-39.3052063,1.35959814,16.35019493,MLv,,LOCSAT,confirmed,manual,iasp91,18,11,6,0.03352779523,114.4789467,0.4871543942,0.7702226322
2022p680658,earthquake,2022-09-09T20:15:26.773Z,2022-09-09T20:18:39.456Z,175.9880676,-38.77600861,1.91255625,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,21,21,17,0.1124667898,47.01541138,0.3825769953,0
2022p680645,earthquake,2022-09-09T20:08:08.347Z,2022-09-09T20:10:46.047Z,175.9747772,-38.7805748,2.062314686,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,23,20,24,0.115248099,69.8150177,0.4704632067,0
2022p680633,earthquake,2022-09-09T20:01:25.590Z,2022-09-09T20:14:23.882Z,178.1182556,-40.28326797,1.691801677,33,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,13,13,6,0.9952012897,263.9300232,0.5082168755,0.2646348579
2022p680625,earthquake,2022-09-09T19:58:36.057Z,2022-09-09T20:01:34.643Z,175.9960785,-38.81371689,2.145576299,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,23,19,24,0.1074314341,43.8948822,0.283764494,0
2022p680607,earthquake,2022-09-09T19:47:32.820Z,2022-09-09T19:52:35.864Z,175.993515,-38.80517197,1.619722421,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,12,11,8,0.1150311679,106.5237961,0.1110352603,0
2022p680602,earthquake,2022-09-09T19:44:59.786Z,2022-09-09T19:47:59.998Z,177.5169525,-38.92896652,1.816470689,15.0767622,M,,LOCSAT,confirmed,manual,iasp91,21,15,2,0.1533257663,103.1563416,0.4138435319,0
2022p680595,earthquake,2022-09-09T19:41:11.901Z,2022-09-09T19:46:19.109Z,176.0109406,-38.82602692,1.767007526,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,13,12,5,0.1652139723,84.77604675,0.3716326283,0.3379819801
2022p680587,earthquake,2022-09-09T19:37:07.027Z,2022-09-09T19:42:25.481Z,176.0048981,-38.79979324,1.905712543,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,21,15,19,0.1135339364,71.10673523,0.320907239,0
2022p680572,earthquake,2022-09-09T19:29:08.415Z,2022-09-09T19:33:15.938Z,175.9942932,-38.80709457,1.616324947,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,13,10,6,0.1132003665,106.2877579,0.2326822069,0
2022p680564,earthquake,2022-09-09T19:24:38.965Z,2022-09-09T19:32:55.472Z,174.877243,-41.18635178,1.507271163,16.04635048,MLv,,LOCSAT,confirmed,manual,iasp91,25,19,7,0.01533824485,59.81008911,0.3916185989,0.1288498438
2022p680545,earthquake,2022-09-09T19:14:49.465Z,2022-09-09T19:20:09.071Z,176.0043945,-38.79690552,1.544060469,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,11,10,5,0.1358095706,112.3184738,0.3261053725,0.2180303202
2022p680527,earthquake,2022-09-09T19:04:51.358Z,2022-09-09T19:10:05.406Z,175.9958038,-38.82092285,1.979581108,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,17,16,18,0.1025556922,82.29956055,0.3361477676,0
2022p680522,earthquake,2022-09-09T19:02:15.063Z,2022-09-09T19:08:40.526Z,176.0020752,-38.80038834,1.793936545,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,25,23,12,0.1144001111,42.1394043,0.2386882912,0
2022p680519,earthquake,2022-09-09T19:00:39.996Z,2022-09-09T19:08:15.910Z,175.976944,-38.78017044,1.860369672,8.202138901,MLv,,LOCSAT,confirmed,manual,iasp91,18,18,12,0.1150592044,48.96435547,0.1406692379,0.236626599
2022p680512,earthquake,2022-09-09T18:57:11.589Z,2022-09-09T19:04:10.345Z,176.0011749,-38.78936386,1.656092727,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,10,9,6,0.1278797239,78.52711487,0.1733183489,0
2022p680508,earthquake,2022-09-09T18:55:03.995Z,2022-09-09T19:03:01.283Z,176.003418,-38.79798126,1.4914953,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,13,11,4,0.1366411597,111.6851501,0.1356044002,0
