ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
12782184,JF342437,08/02/2022 05:00:00 PM,048XX S CICERO AVE,0610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,false,false,0815,008,14,56,05,1145175,1872047,2022,09/26/2022 04:46:54 PM,41.804895733,-87.743090475,"(41.804895733, -87.743090475)"
12781553,JF341712,08/02/2022 04:07:00 PM,007XX W 74TH ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0732,007,6,68,05,1172474,1855800,2022,09/26/2022 04:46:54 PM,41.759754047,-87.643447409,"(41.759754047, -87.643447409)"
12781096,JF341394,08/02/2022 10:46:00 AM,001XX N PARKSIDE AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,false,false,1512,015,29,25,03,1138579,1900398,2022,09/26/2022 04:46:54 PM,41.88281685,-87.766596053,"(41.88281685, -87.766596053)"
12780532,JF339560,08/01/2022 05:52:00 AM,045XX S FAIRFIELD AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,true,false,0922,009,15,58,05,1158797,1874390,2022,09/26/2022 04:46:54 PM,41.811057657,-87.693066395,"(41.811057657, -87.693066395)"
12783273,JF343794,08/04/2022 09:08:00 AM,023XX N WESTERN AVE,0610,BURGLARY,FORCIBLE ENTRY,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,1432,014,32,22,05,1159977,1915417,2022,09/26/2022 04:46:54 PM,41.923615545,-87.687606274,"(41.923615545, -87.687606274)"
12779991,JF340253,08/01/2022 10:00:00 AM,029XX W FLOURNOY ST,031A,ROBBERY,ARMED - HANDGUN,SIDEWALK,false,false,1135,011,28,27,03,1156838,1896891,2022,09/26/2022 04:46:54 PM,41.87284284,-87.699642962,"(41.87284284, -87.699642962)"
12781865,JF342290,08/01/2022 12:00:00 AM,092XX S WENTWORTH AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE - GARAGE,false,false,0634,006,21,49,05,1176572,1843704,2022,09/26/2022 04:46:54 PM,41.726469963,-87.628791302,"(41.726469963, -87.628791302)"
12781318,JF341775,08/02/2022 12:30:00 AM,027XX S KEELER AVE,031A,ROBBERY,ARMED - HANDGUN,RESIDENCE - GARAGE,false,false,1031,010,22,30,03,1148828,1885525,2022,09/26/2022 04:46:54 PM,41.841811635,-87.729345166,"(41.841811635, -87.729345166)"
12781120,JF341628,08/02/2022 12:00:00 AM,047XX N RACINE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - PORCH / HALLWAY,false,false,1913,019,46,3,05,1167457,1931540,2022,09/26/2022 04:46:54 PM,41.967699921,-87.659656418,"(41.967699921, -87.659656418)"
12788187,JF349754,08/09/2022 01:31:00 AM,008XX N RUSH ST,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,false,false,1833,018,42,8,03,1176769,1906207,2022,09/26/2022 04:46:54 PM,41.897979362,-87.626185674,"(41.897979362, -87.626185674)"
12787273,JF348765,08/07/2022 09:00:00 PM,011XX W 79TH ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,0612,006,17,71,05,1169892,1852410,2022,09/26/2022 04:46:54 PM,41.750507872,-87.653008657,"(41.750507872, -87.653008657)"
12780426,JF339471,08/01/2022 02:30:00 AM,009XX W LELAND AVE,0312,ROBBERY,ARMED - KNIFE / CUTTING INSTRUMENT,STREET,false,false,1914,019,46,3,03,1169085,1931406,2022,09/26/2022 04:46:54 PM,41.967296938,-87.653674356,"(41.967296938, -87.653674356)"
12781271,JF341801,08/02/2022 12:00:00 AM,019XX W IRVING PARK RD,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE - GARAGE,false,false,1912,019,47,5,05,1162715,1926575,2022,09/26/2022 04:46:54 PM,41.95417672,-87.677232056,"(41.95417672, -87.677232056)"
12779389,JF339462,08/01/2022 01:45:00 AM,007XX E 38TH ST,031A,ROBBERY,ARMED - HANDGUN,APARTMENT,false,false,0212,002,4,36,03,1181624,1879941,2022,09/26/2022 04:46:54 PM,41.825792827,-87.609167709,"(41.825792827, -87.609167709)"
12781771,JF342232,08/03/2022 02:51:00 AM,012XX N HALSTED ST,0312,ROBBERY,ARMED - KNIFE / CUTTING INSTRUMENT,GAS STATION,false,false,1822,018,27,8,03,1170781,1908434,2022,09/26/2022 04:46:54 PM,41.904223711,-87.648113511,"(41.904223711, -87.648113511)"
12788540,JF350264,08/08/2022 06:00:00 PM,003XX E 38TH ST,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,APARTMENT,false,false,0212,002,3,35,05,1179336,1879867,2022,09/26/2022 04:46:54 PM,41.825642379,-87.617564012,"(41.825642379, -87.617564012)"
12781060,JF341192,08/02/2022 09:30:00 AM,056XX N CUMBERLAND AVE,0620,BURGLARY,UNLAWFUL ENTRY,PARKING LOT / GARAGE (NON RESIDENTIAL),true,false,1614,016,41,10,05,1119313,1936269,2022,09/26/2022 04:46:54 PM,41.981579153,-87.836580014,"(41.981579153, -87.836580014)"
12782820,JF343475,08/03/2022 12:48:00 PM,062XX N RAVENSWOOD AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,true,false,2433,024,40,77,05,1163234,1941344,2022,09/26/2022 04:46:54 PM,41.994692515,-87.674906855,"(41.994692515, -87.674906855)"
12783401,JF344109,08/02/2022 11:00:00 AM,018XX N LARRABEE ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE - GARAGE,false,false,1813,018,43,7,05,1171981,1912586,2022,09/26/2022 04:46:54 PM,41.915590629,-87.643582986,"(41.915590629, -87.643582986)"
12785025,JF346055,08/05/2022 12:30:00 PM,003XX W 74TH ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0731,007,6,69,05,1175101,1855878,2022,09/26/2022 04:46:54 PM,41.759909873,-87.633817189,"(41.759909873, -87.633817189)"
12783296,JF343842,08/04/2022 10:25:00 AM,006XX E 79TH ST,031A,ROBBERY,ARMED - HANDGUN,ALLEY,false,false,0624,006,6,69,03,1181804,1852764,2022,09/26/2022 04:46:54 PM,41.751212528,-87.609346936,"(41.751212528, -87.609346936)"
12782424,JF343021,08/03/2022 09:00:00 AM,037XX N HARLEM AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,1632,016,38,17,05,1127404,1924066,2022,09/26/2022 04:46:54 PM,41.94796017,-87.807098634,"(41.94796017, -87.807098634)"
12780592,JF340835,08/02/2022 01:11:00 AM,034XX N KNOX AVE,0610,BURGLARY,FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,false,false,1731,017,30,15,05,1144917,1922661,2022,09/26/2022 04:46:54 PM,41.943791624,-87.74275948,"(41.943791624, -87.74275948)"
12788559,JF349948,08/09/2022 08:01:00 AM,019XX W 33RD ST,033A,ROBBERY,ATTEMPT ARMED - HANDGUN,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,0912,009,25,59,03,1163830,1882804,2022,09/26/2022 04:46:54 PM,41.834042232,-87.674368991,"(41.834042232, -87.674368991)"
12781601,JF342051,08/02/2022 09:06:00 PM,034XX W BEACH AVE,0325,ROBBERY,VEHICULAR HIJACKING,STREET,false,false,1422,014,26,23,03,1153263,1909427,2022,09/26/2022 04:46:54 PM,41.907314547,-87.712435476,"(41.907314547, -87.712435476)"
12784042,JF344714,08/04/2022 10:30:00 AM,011XX S STATE ST,0320,ROBBERY,STRONG ARM - NO WEAPON,CTA STATION,false,false,0123,001,4,32,03,1176515,1895395,2022,09/26/2022 04:46:54 PM,41.868316374,-87.627445222,"(41.868316374, -87.627445222)"
12787282,JF348699,08/07/2022 03:00:00 PM,004XX S HALSTED ST,031A,ROBBERY,ARMED - HANDGUN,CTA TRAIN,false,false,1232,012,25,28,03,1171119,1898086,2022,09/26/2022 04:46:54 PM,41.875820724,-87.647175913,"(41.875820724, -87.647175913)"
12782062,JF341313,08/02/2022 02:00:00 AM,071XX S CAMPBELL AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,false,false,0832,008,18,66,03,1160941,1857331,2022,09/26/2022 04:46:54 PM,41.764201367,-87.685673675,"(41.764201367, -87.685673675)"
12782663,JF343309,08/03/2022 08:40:00 PM,116XX S MAY ST,0325,ROBBERY,VEHICULAR HIJACKING,ALLEY,false,false,0524,005,34,53,03,1170755,1827509,2022,09/26/2022 04:46:54 PM,41.682157052,-87.650569839,"(41.682157052, -87.650569839)"
12781558,JF341570,08/02/2022 01:45:00 PM,035XX W MC LEAN AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,ALLEY,true,false,1413,014,26,22,03,1152711,1913400,2022,09/26/2022 04:46:54 PM,41.918227762,-87.7143579,"(41.918227762, -87.7143579)"
12788242,JF345111,08/03/2022 08:00:00 PM,004XX N HOMAN AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,STREET,false,false,1123,011,27,23,03,1153639,1902651,2022,09/26/2022 04:46:54 PM,41.888713082,-87.711234745,"(41.888713082, -87.711234745)"
12786389,JF347479,08/07/2022 07:44:00 AM,003XX W CHICAGO AVE,031A,ROBBERY,ARMED - HANDGUN,ALLEY,false,false,1823,018,27,8,03,1173883,1905665,2022,09/26/2022 04:46:54 PM,41.89655687,-87.636801732,"(41.89655687, -87.636801732)"
12782455,JF342920,08/02/2022 06:00:00 PM,096XX S AVENUE L,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0432,004,10,52,05,1201786,1841754,2022,09/26/2022 04:46:54 PM,41.720515598,-87.536497921,"(41.720515598, -87.536497921)"
12787265,JF348589,08/07/2022 11:00:00 PM,030XX W FULLERTON AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,1414,014,32,22,05,1155709,1915800,2022,09/26/2022 04:46:54 PM,41.924753648,-87.703278215,"(41.924753648, -87.703278215)"
12782501,JF343000,08/03/2022 04:31:00 PM,073XX S ASHLAND AVE,031A,ROBBERY,ARMED - HANDGUN,CONVENIENCE STORE,false,false,0735,007,17,67,03,1166958,1855870,2022,09/26/2022 04:46:54 PM,41.760065748,-87.663661519,"(41.760065748, -87.663661519)"
12780851,JF341176,08/02/2022 10:10:00 AM,050XX W ADAMS ST,031A,ROBBERY,ARMED - HANDGUN,RESIDENCE - YARD (FRONT / BACK),false,false,1533,015,28,25,03,1142786,1898861,2022,09/26/2022 04:46:54 PM,41.878521855,-87.75118587,"(41.878521855, -87.75118587)"
12779435,JF339405,08/01/2022 12:09:00 AM,045XX W 63RD ST,031A,ROBBERY,ARMED - HANDGUN,CONVENIENCE STORE,false,false,0813,008,13,65,03,1147374,1862448,2022,09/26/2022 04:46:54 PM,41.778512834,-87.735270282,"(41.778512834, -87.735270282)"
12781866,JF342260,08/03/2022 05:08:00 AM,001XX S LEAMINGTON AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,false,false,1533,015,28,25,03,1142152,1899093,2022,09/26/2022 04:46:54 PM,41.879170269,-87.75350806,"(41.879170269, -87.75350806)"
12782517,JF342793,08/03/2022 07:00:00 AM,015XX W 58TH ST,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,false,false,0713,007,16,67,03,1166887,1866260,2022,09/26/2022 04:46:54 PM,41.788578763,-87.663625199,"(41.788578763, -87.663625199)"
12782874,JF343514,08/04/2022 02:36:00 AM,002XX W GARFIELD BLVD,033A,ROBBERY,ATTEMPT ARMED - HANDGUN,RESTAURANT,false,false,0935,009,3,37,03,1175445,1868497,2022,09/26/2022 04:46:54 PM,41.794530106,-87.632179351,"(41.794530106, -87.632179351)"
12782094,JF342011,08/02/2022 08:00:00 PM,016XX N SPRINGFIELD AVE,033A,ROBBERY,ATTEMPT ARMED - HANDGUN,RESIDENCE - YARD (FRONT / BACK),false,false,2535,025,26,23,03,1150129,1910647,2022,09/26/2022 04:46:54 PM,41.910724018,-87.723916279,"(41.910724018, -87.723916279)"
12786801,JF348097,08/07/2022 04:00:00 AM,009XX E 87TH ST,031A,ROBBERY,ARMED - HANDGUN,STREET,false,false,0632,006,8,44,03,1183946,1847490,2022,09/26/2022 04:46:54 PM,41.73669038,-87.60166198,"(41.73669038, -87.60166198)"
12780388,JF340636,08/01/2022 08:12:00 PM,024XX W POLK ST,033A,ROBBERY,ATTEMPT ARMED - HANDGUN,ALLEY,false,false,1135,011,28,28,03,1160294,1896300,2022,09/26/2022 04:46:54 PM,41.871150365,-87.686970698,"(41.871150365, -87.686970698)"
12781047,JF341420,08/02/2022 12:00:00 PM,082XX S MAY ST,0330,ROBBERY,AGGRAVATED,SIDEWALK,false,false,0613,006,21,71,03,1170087,1850156,2022,09/26/2022 04:46:54 PM,41.744318358,-87.652359455,"(41.744318358, -87.652359455)"
12785404,JF346452,08/05/2022 07:15:00 PM,016XX N LAKE SHORE DR,0320,ROBBERY,STRONG ARM - NO WEAPON,STREET,false,false,1814,018,43,7,03,1176665,1911098,2022,09/26/2022 04:46:54 PM,41.911402836,-87.626419612,"(41.911402836, -87.626419612)"
12787279,JF348620,08/07/2022 06:00:00 PM,022XX E 71ST ST,0610,BURGLARY,FORCIBLE ENTRY,OTHER (SPECIFY),false,false,0331,003,5,43,05,1192478,1858354,2022,09/26/2022 04:46:54 PM,41.766298808,-87.570050881,"(41.766298808, -87.570050881)"
12781990,JF342348,08/02/2022 11:00:00 PM,046XX N WESTERN AVE,0610,BURGLARY,FORCIBLE ENTRY,TAVERN / LIQUOR STORE,false,false,1911,019,47,4,05,1159526,1930952,2022,09/26/2022 04:46:54 PM,41.966253838,-87.688834218,"(41.966253838, -87.688834218)"
12781723,JF342074,08/02/2022 08:35:00 PM,091XX S JUSTINE ST,0320,ROBBERY,STRONG ARM - NO WEAPON,STREET,false,false,2221,022,21,73,03,1167607,1844217,2022,09/26/2022 04:46:54 PM,41.728074373,-87.661616307,"(41.728074373, -87.661616307)"
12779732,JF339863,08/01/2022 03:21:00 AM,041XX N LECLAIRE AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE - GARAGE,false,false,1624,016,45,15,05,1141618,1927129,2022,09/26/2022 04:46:54 PM,41.956113959,-87.754774361,"(41.956113959, -87.754774361)"
12783415,JF344111,08/04/2022 01:50:00 PM,013XX W 51ST ST,0320,ROBBERY,STRONG ARM - NO WEAPON,STREET,false,false,0934,009,20,61,03,1168314,1870946,2022,09/26/2022 04:46:54 PM,41.801407068,-87.658257981,"(41.801407068, -87.658257981)"
12780904,JF340932,08/02/2022 03:00:00 AM,033XX W 24TH ST,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,false,false,1024,010,22,30,03,1154303,1887851,2022,09/26/2022 04:46:54 PM,41.848087045,-87.70919145,"(41.848087045, -87.70919145)"
12785711,JF346817,08/06/2022 02:30:00 PM,021XX E 71ST ST,0320,ROBBERY,STRONG ARM - NO WEAPON,STREET,false,false,0333,003,5,43,03,1191527,1858274,2022,09/26/2022 04:46:54 PM,41.766102387,-87.573539169,"(41.766102387, -87.573539169)"
12780392,JF340619,08/01/2022 08:05:00 PM,016XX W 13TH ST,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,true,false,1233,012,28,28,03,1165571,1894122,2022,09/26/2022 04:46:54 PM,41.865063072,-87.667658931,"(41.865063072, -87.667658931)"
12782744,JF343111,08/03/2022 03:20:00 PM,093XX S ESCANABA AVE,0325,ROBBERY,VEHICULAR HIJACKING,VEHICLE NON-COMMERCIAL,false,false,0423,004,10,48,03,1197012,1843697,2022,09/26/2022 04:46:54 PM,41.725967283,-87.553919096,"(41.725967283, -87.553919096)"
12785996,JF346916,08/06/2022 04:00:00 PM,060XX S KILDARE AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,true,false,0813,008,13,65,03,1148741,1864109,2022,09/26/2022 04:46:54 PM,41.783044687,-87.730215993,"(41.783044687, -87.730215993)"
12780665,JF340905,08/02/2022 04:50:00 AM,007XX W 123RD ST,0610,BURGLARY,FORCIBLE ENTRY,DAY CARE CENTER,false,false,0523,005,34,53,05,1173644,1823304,2022,09/26/2022 04:46:54 PM,41.670554536,-87.640118272,"(41.670554536, -87.640118272)"
12788278,JF349801,08/09/2022 03:16:00 AM,015XX N CLYBOURN AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,CTA TRAIN,false,false,1822,018,2,8,03,1170470,1910783,2022,09/26/2022 04:46:54 PM,41.910676312,-87.649187069,"(41.910676312, -87.649187069)"
12780718,JF341034,08/01/2022 08:00:00 PM,123XX S HALSTED ST,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,OTHER (SPECIFY),false,false,0523,005,34,53,05,1173228,1823109,2022,09/26/2022 04:46:54 PM,41.670028597,-87.641646526,"(41.670028597, -87.641646526)"
12785174,JF346095,08/06/2022 01:32:00 AM,001XX W 35TH ST,0320,ROBBERY,STRONG ARM - NO WEAPON,CTA TRAIN,false,false,0915,009,11,34,03,1175739,1881773,2022,09/26/2022 04:46:54 PM,41.830954079,-87.630703226,"(41.830954079, -87.630703226)"
12784395,JF345166,08/05/2022 09:00:00 AM,009XX W 31ST PL,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0913,009,11,60,05,1170505,1884008,2022,09/26/2022 04:46:54 PM,41.837202993,-87.649841743,"(41.837202993, -87.649841743)"
12781822,JF342265,08/03/2022 05:20:00 AM,002XX W GRAND AVE,0610,BURGLARY,FORCIBLE ENTRY,CONVENIENCE STORE,false,false,1831,018,42,8,05,1174539,1903858,2022,09/26/2022 04:46:54 PM,41.891583724,-87.634446444,"(41.891583724, -87.634446444)"
12788418,JF349763,08/09/2022 02:00:00 AM,050XX N KENMORE AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,false,false,2024,020,48,3,03,1168340,1933764,2022,09/26/2022 04:46:54 PM,41.973783547,-87.656345108,"(41.973783547, -87.656345108)"
12782022,JF342398,08/02/2022 04:00:00 PM,057XX S CAMPBELL AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0824,008,16,63,05,1160683,1866567,2022,09/26/2022 04:46:54 PM,41.789551572,-87.686364634,"(41.789551572, -87.686364634)"
12787882,JF349243,08/08/2022 03:15:00 PM,061XX S MASON AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0812,008,13,64,05,1137791,1863209,2022,09/26/2022 04:46:54 PM,41.780778675,-87.770384575,"(41.780778675, -87.770384575)"
12781081,JF340567,08/01/2022 10:15:00 AM,020XX W 111TH ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,2212,022,19,75,05,1164704,1831019,2022,09/26/2022 04:46:54 PM,41.691918565,-87.672621548,"(41.691918565, -87.672621548)"
12788067,JF349088,08/08/2022 01:45:00 PM,075XX S CARPENTER ST,0320,ROBBERY,STRONG ARM - NO WEAPON,ALLEY,false,false,0612,006,17,71,03,1170620,1854776,2022,09/26/2022 04:46:54 PM,41.756984659,-87.650272093,"(41.756984659, -87.650272093)"
12787029,JF348433,08/07/2022 11:40:00 PM,087XX S BURLEY AVE,031A,ROBBERY,ARMED - HANDGUN,APARTMENT,false,false,0424,004,10,46,03,1199187,1847592,2022,09/26/2022 04:46:54 PM,41.736601148,-87.545821567,"(41.736601148, -87.545821567)"
12782153,JF342558,08/02/2022 12:00:00 AM,006XX E 71ST ST,031A,ROBBERY,ARMED - HANDGUN,STREET,false,false,0323,003,6,69,03,1181858,1858086,2022,09/26/2022 04:46:54 PM,41.765815405,-87.608984843,"(41.765815405, -87.608984843)"
12785397,JF346417,08/06/2022 05:30:00 AM,039XX W MONROE ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,1122,011,28,26,05,1150185,1899372,2022,09/26/2022 04:46:54 PM,41.879783165,-87.724004718,"(41.879783165, -87.724004718)"
12788282,JF349759,08/09/2022 01:34:00 AM,045XX N BROADWAY,0334,ROBBERY,ATTEMPT ARMED - KNIFE / CUTTING INSTRUMENT,SIDEWALK,true,false,1914,019,46,3,03,1168276,1930258,2022,09/26/2022 04:46:54 PM,41.96416436,-87.656682274,"(41.96416436, -87.656682274)"
12779469,JF339446,08/01/2022 01:25:00 AM,078XX W BRYN MAWR AVE,031A,ROBBERY,ARMED - HANDGUN,STREET,false,false,1613,016,41,10,03,1123161,1936226,2022,09/26/2022 04:46:54 PM,41.981399046,-87.822428788,"(41.981399046, -87.822428788)"
12781818,JF342266,08/03/2022 04:40:00 AM,010XX E 79TH ST,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,ALLEY,false,false,0624,006,8,69,03,1184486,1852836,2022,09/26/2022 04:46:54 PM,41.751347754,-87.599516593,"(41.751347754, -87.599516593)"
12787715,JF349344,08/01/2022 05:00:00 AM,007XX S PULASKI RD,031A,ROBBERY,ARMED - HANDGUN,SIDEWALK,false,false,1132,011,24,26,03,1149825,1896664,2022,09/26/2022 04:46:54 PM,41.872359113,-87.725397029,"(41.872359113, -87.725397029)"
12788240,JF349819,08/09/2022 04:48:00 AM,003XX W 115TH ST,0610,BURGLARY,FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,false,false,0522,005,34,49,05,1176147,1828670,2022,09/26/2022 04:46:54 PM,41.685224059,-87.630797384,"(41.685224059, -87.630797384)"
12788189,JF349678,08/08/2022 11:00:00 PM,084XX S COTTAGE GROVE AVE,031A,ROBBERY,ARMED - HANDGUN,STREET,false,false,0632,006,6,44,03,1183028,1849349,2022,09/26/2022 04:46:54 PM,41.74181305,-87.604967558,"(41.74181305, -87.604967558)"
12788645,JF350188,08/09/2022 02:25:00 AM,018XX N CLARK ST,0610,BURGLARY,FORCIBLE ENTRY,CONSTRUCTION SITE,false,false,1814,018,43,7,05,1174439,1912730,2022,09/26/2022 04:46:54 PM,41.915931171,-87.634548279,"(41.915931171, -87.634548279)"
12781385,JF341708,08/02/2022 02:28:00 PM,025XX W RASCHER AVE,0650,BURGLARY,HOME INVASION,APARTMENT,false,false,2011,020,40,4,05,1158260,1936103,2022,09/26/2022 04:46:54 PM,41.980414475,-87.693347598,"(41.980414475, -87.693347598)"
12781244,JF341865,08/02/2022 06:10:00 PM,011XX N WESTERN AVE,0340,ROBBERY,ATTEMPT STRONG ARM - NO WEAPON,SIDEWALK,false,false,1212,012,1,24,03,1160201,1907492,2022,09/26/2022 04:46:54 PM,41.901864117,-87.68700265,"(41.901864117, -87.68700265)"
12781255,JF341723,08/02/2022 04:20:00 PM,106XX S HALE AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,true,2212,022,19,72,05,1165563,1834005,2022,09/26/2022 04:46:54 PM,41.700094531,-87.669392351,"(41.700094531, -87.669392351)"
12785830,JF346917,08/06/2022 04:54:00 PM,038XX W ARTHINGTON ST,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,false,false,1133,011,24,26,03,1151058,1895763,2022,09/26/2022 04:46:54 PM,41.869862615,-87.720893713,"(41.869862615, -87.720893713)"
12781820,JF342269,08/03/2022 05:31:00 AM,005XX W 123RD ST,0610,BURGLARY,FORCIBLE ENTRY,SCHOOL - PUBLIC BUILDING,false,false,0523,005,34,53,05,1174743,1823328,2022,09/26/2022 04:46:54 PM,41.670596065,-87.636095316,"(41.670596065, -87.636095316)"
12783969,JF344764,08/04/2022 11:00:00 PM,081XX S MARYLAND AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,0631,006,8,44,05,1183318,1851268,2022,09/26/2022 04:46:54 PM,41.747072253,-87.603845412,"(41.747072253, -87.603845412)"
12781797,JF342198,08/03/2022 01:00:00 AM,067XX N SHERIDAN RD,031A,ROBBERY,ARMED - HANDGUN,CTA BUS STOP,false,false,2432,024,49,1,03,1167020,1945140,2022,09/26/2022 04:46:54 PM,42.005028086,-87.660870591,"(42.005028086, -87.660870591)"
12783308,JF343790,08/03/2022 08:00:00 PM,059XX W MADISON ST,0610,BURGLARY,FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,false,false,1513,015,29,25,05,1137088,1899409,2022,09/26/2022 04:46:54 PM,41.880129791,-87.772094898,"(41.880129791, -87.772094898)"
12780662,JF340812,08/01/2022 04:40:00 AM,067XX S STONY ISLAND AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,RESIDENCE,false,false,0332,003,5,43,03,1188025,1860797,2022,09/26/2022 04:46:54 PM,41.773109884,-87.586294711,"(41.773109884, -87.586294711)"
12780764,JF340687,08/01/2022 09:20:00 PM,045XX W WEST END AVE,031A,ROBBERY,ARMED - HANDGUN,STREET,false,false,1113,011,28,26,03,1145975,1900587,2022,09/26/2022 04:46:54 PM,41.883198249,-87.73943254,"(41.883198249, -87.73943254)"
12783854,JF344659,08/04/2022 11:55:00 PM,079XX S HALSTED ST,0320,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,false,false,0621,006,17,71,03,1172345,1852238,2022,09/26/2022 04:46:54 PM,41.749982305,-87.644024788,"(41.749982305, -87.644024788)"
12787204,JF348502,08/08/2022 04:47:00 AM,071XX S ASHLAND AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,GAS STATION,false,false,0734,007,17,67,03,1166911,1857552,2022,09/26/2022 04:46:54 PM,41.764682386,-87.663785792,"(41.764682386, -87.663785792)"
12788550,JF350075,08/08/2022 01:00:00 PM,007XX W 61ST ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,true,false,0711,007,16,68,05,1172440,1864420,2022,09/26/2022 04:46:54 PM,41.783409097,-87.643318555,"(41.783409097, -87.643318555)"
12783374,JF344074,08/03/2022 04:20:00 PM,057XX N BERNARD ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,1711,017,39,13,05,1152347,1937840,2022,09/26/2022 04:46:54 PM,41.985300072,-87.715047472,"(41.985300072, -87.715047472)"
12781949,JF342471,08/02/2022 05:30:00 PM,020XX W POTOMAC AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,1424,014,1,24,05,1162644,1908650,2022,09/26/2022 04:46:54 PM,41.904990898,-87.67799671,"(41.904990898, -87.67799671)"
12786951,JF348019,08/07/2022 01:00:00 PM,087XX S SAGINAW AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,0423,004,7,46,05,1195394,1847556,2022,09/26/2022 04:46:54 PM,41.736596762,-87.559718766,"(41.736596762, -87.559718766)"
12781048,JF341298,08/02/2022 10:00:00 AM,086XX S COTTAGE GROVE AVE,0330,ROBBERY,AGGRAVATED,STREET,false,false,0632,006,6,44,03,1183075,1847768,2022,09/26/2022 04:46:54 PM,41.737473519,-87.604844389,"(41.737473519, -87.604844389)"
12781156,JF341563,08/02/2022 12:00:00 PM,014XX W 62ND ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0713,007,16,67,05,1167849,1863633,2022,09/26/2022 04:46:54 PM,41.781349338,-87.660173305,"(41.781349338, -87.660173305)"
12785376,JF346451,08/06/2022 04:30:00 AM,024XX N CANNON DR,0320,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,false,false,1935,019,43,7,03,1174588,1916485,2022,09/26/2022 04:46:54 PM,41.926231713,-87.633888347,"(41.926231713, -87.633888347)"
12782906,JF343554,08/04/2022 04:27:00 AM,042XX W ARMITAGE AVE,0610,BURGLARY,FORCIBLE ENTRY,BARBERSHOP,false,false,2534,025,35,20,05,1147581,1912945,2022,09/26/2022 04:46:54 PM,41.917079254,-87.733217718,"(41.917079254, -87.733217718)"
